Date,Initial Search PSMs,Initial Search Peptides,Post-calibration PSMs,Post-calibration Peptides,Post-GPTMD PSMs,Post-GPTMD Peptides,Initial Search Time,Calibration Time,Post-calibration Search Time,GPTMD Time,Post-GPTMD Search Time,Interlink CSMs,Intralink CSMs,Loop CSMs,Deadend CSMs,Crosslink Single PSMs,Crosslink Single Peptides,XL Search Time,Glyco Search PSMs,Glyco Search Peptides,Glyco Search Time,Semispecific PSMs,Semispecific Peptides,Semispecific Search Time,Nonspecific PSMs,Nonspecific Peptides,Nonspecific Search Time,Modern Search PSMs,Modern Search Peptides,Modern Search Time,TopDown Initial PrSMs,TopDown Initial Proteoforms,TopDown Post-calibration PrSMs,TopDown Post-calibration Proteoforms,TopDown Post-averaging PrSMs,TopDown Post-averaging Proteoforms,TopDown Post-GPTMD PrSMs,TopDown Post-GPTMD Proteoforms,TopDown Initial Search Time,TopDown Calibration Time,TopDown Post-calibration Search Time,TopDown Averaging Time,TopDown Post-averaging Search Time,TopDown GPTMD Time,TopDown Post-GPTMD Search Time,InitialSearchProteinGroups
02/23/2020 00:49:29,31251,11438,31274,11843,35190,13149,166.0730556,236.3515248,143.27803849999998,660.6253916,150.3444707,18,230,107,411,8393,0,38.9554286,0,0,0,0,0,0,0,0,0,31250,11426,898.63913529999991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639
03/01/2020 00:49:26,31251,11438,31274,11843,35190,13149,166.2183383,236.6447565,142.67316399999999,666.07240749999994,150.3064054,18,230,107,411,8393,0,37.985371,0,0,0,0,0,0,0,0,0,31250,11438,870.1704165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639
03/08/2020 00:50:00,31251,11438,31274,11843,35190,13149,169.4780208,241.04726159999998,145.7590601,682.5826306,151.3541538,18,230,107,411,8393,0,38.3485642,0,0,0,0,0,0,0,0,0,31250,11440,897.89920409999991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639
03/15/2020 00:49:22,31251,11438,31274,11843,35190,13149,166.59071509999998,238.9012985,143.2877201,659.67826559999992,151.29876199999998,18,230,107,411,8393,0,37.929690199999996,0,0,0,35838,13079,4408.4709760999995,5418,4162,1499.2156278999998,31252,11436,881.11220029999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639
03/22/2020 00:49:32,31251,11438,31276,11848,35185,13150,168.8876779,241.1605009,143.2503199,660.4592425,150.1453348,18,230,107,411,8393,0,38.8429608,0,0,0,35838,13079,4395.8360375,5418,4162,1412.2451821,31251,11437,881.7942446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639
04/05/2020 00:50:51,31330,11406,31299,11645,35210,13085,173.56416149999998,260.5930614,152.5957817,688.49659509999992,155.21397249999998,16,222,110,403,8170,0,33.7062573,0,0,0,35841,13149,4198.7881253,5352,3931,1227.5931954999999,31335,11390,335.02840679999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
04/12/2020 00:48:34,31330,11406,31299,11645,35210,13085,155.84620769999998,233.6729715,134.2024137,626.0267152,144.25907669999998,16,222,110,403,8170,0,33.3504735,0,0,0,35841,13149,4215.5553973,5352,3931,1218.6016352,31335,11390,343.08694099999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
04/19/2020 00:48:52,31330,11406,31298,11644,35215,13089,157.8868901,234.24529819999998,133.6786252,633.52614299999993,141.23939679999998,16,222,110,403,8170,0,33.8224265,0,0,0,35841,13149,4163.9129513,5352,3931,1228.4567809,31335,11390,338.5737488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
04/26/2020 00:49:04,31330,11406,31299,11645,35210,13086,156.0265564,235.3812467,133.35629369999998,630.3974857,140.1771986,16,222,110,403,8170,0,33.723108599999996,0,0,0,35841,13149,4288.0953734999994,5352,3931,1214.5288255,31335,11390,340.10275709999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
05/03/2020 00:48:44,31330,11406,31303,11645,35213,13086,162.6964095,232.75447259999999,132.2348016,631.38730739999994,141.595497,16,222,110,403,8170,0,33.7826173,0,0,0,35841,13149,4273.9060797,5352,3931,1247.7883851,31335,11390,334.98294419999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
05/10/2020 00:48:36,31330,11406,31299,11645,35210,13085,158.6634426,234.73742829999998,133.628098,640.7048605,143.28277939999998,16,222,110,403,8170,0,34.1296033,0,0,0,35841,13149,4164.5612857,5352,3931,1229.5749593,31335,11390,328.9126798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
05/17/2020 00:47:47,31331,11385,31292,11642,35192,13075,151.2155031,229.18820839999998,132.21513629999998,607.7208942,140.967232,16,222,109,398,8152,0,32.211013099999995,0,0,0,35859,13202,4105.4971547999994,5352,3928,1203.2835745,31327,11385,315.0540632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
05/24/2020 00:48:02,31331,11385,31292,11642,35200,13080,154.1132257,231.99164629999999,135.3160127,614.64776929999994,141.8632153,16,222,109,398,8152,0,32.0279792,0,0,0,35859,13202,4120.9577205,5216,3929,1217.5786678,31327,11385,324.0516038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
05/31/2020 00:48:30,31338,11401,31302,11644,35219,13073,155.1475772,236.7402991,133.6196628,634.3585729,143.1843139,16,222,109,398,8152,0,32.8718006,0,0,0,35892,13203,4201.2137643999995,5352,3928,1199.6784321,31334,11401,332.1125763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
06/07/2020 00:48:40,31338,11401,31304,11644,35215,13076,155.3659319,244.95294199999998,133.2698509,634.3262452,141.40896759999998,16,222,109,398,8152,0,33.5317668,0,0,0,35892,13203,4233.3693576,5352,3928,1199.0422776999999,31334,11401,334.2541424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
06/14/2020 00:48:27,31338,11401,31304,11644,35219,13075,156.3288025,234.37239219999998,133.2449842,639.2513119,143.373478,16,222,109,398,8152,0,32.8899805,0,0,0,35892,13203,4144.786083,5352,3928,1224.4597125999999,31334,11401,323.85066439999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
06/21/2020 00:48:35,31338,11401,31304,11644,35219,13075,158.90888089999999,238.1812692,136.1539668,632.96106079999993,143.8197812,16,222,109,398,8152,0,34.1994313,0,0,0,35892,13203,4293.7749484999995,5352,3928,1209.3513429,31334,11401,324.5018688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
06/28/2020 00:49:07,31338,11401,31302,11646,35219,13077,154.183922,238.80213049999998,134.65826429999998,625.7491805,143.6838005,16,222,109,398,8152,0,33.0257605,0,0,0,35892,13203,4139.0401203,5352,3928,1209.0021758,31334,11401,316.4120574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
07/05/2020 00:49:35,31338,11401,31304,11644,35219,13075,155.573267,240.8839471,135.9560598,635.7202042,143.7889353,16,222,109,398,8152,0,33.528692299999996,0,0,0,35892,13203,4253.5720401,5352,3928,1208.5362673,31334,11401,321.5173502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
07/12/2020 00:48:39,31338,11401,31304,11644,35219,13075,154.7680782,242.251847,134.2523106,645.1279716,143.9454729,16,222,109,398,8152,0,33.472843399999995,0,0,0,35892,13203,4195.6668979,5352,3928,1212.7878077999999,31334,11401,329.0763138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
07/19/2020 00:48:51,31338,11401,31304,11644,35219,13075,156.3147301,239.43335119999998,134.43588409999998,647.23603129999992,150.9911626,16,222,109,398,8152,0,33.3176309,0,0,0,35892,13203,4293.7311052,5352,3928,1224.416569,31334,11401,322.4428785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
07/26/2020 00:48:28,31338,11401,31304,11644,35219,13075,153.2503515,236.6886911,133.86912429999998,634.00379079999993,144.1028412,16,222,109,398,8152,0,33.4984427,0,0,0,35892,13203,4190.7112714999994,5352,3928,1241.4432554999999,31334,11401,322.4435375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
08/02/2020 00:48:57,31338,11401,31304,11645,35219,13076,157.37384939999998,238.3918271,133.9013104,650.9874648,147.41021229999998,16,222,109,398,8152,0,34.0948788,0,0,0,35892,13203,4201.8421874,5352,3928,1225.3572189,31334,11401,324.0153477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
08/09/2020 00:48:59,31338,11401,31304,11645,35215,13073,157.5306592,238.1927838,133.7126439,650.6594752,145.1710209,16,222,109,398,8152,0,33.334046199999996,0,0,0,35892,13203,4175.116819,5352,3928,1238.5521259,31334,11401,317.7891868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
08/16/2020 00:49:17,31338,11401,31304,11644,35219,13075,156.3182685,267.9598376,137.2344963,642.3784076,144.04906649999998,16,222,109,398,8152,0,33.7150132,0,0,0,35892,13203,4236.3341095,5352,3928,1226.9357671999999,31334,11401,321.3103198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
09/13/2020 00:49:11,31338,11401,31303,11644,35219,13075,157.94644649999998,269.4414311,135.19298129999999,646.0683298,144.865147,16,222,109,398,8152,0,33.328901099999996,0,0,0,35892,13203,4335.5413505999995,5352,3928,1209.5255004,31334,11401,321.688454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
09/20/2020 00:48:51,31338,11401,31304,11644,35219,13075,156.319844,240.9148942,134.3171004,639.6313391,144.4572657,16,222,109,398,8152,0,33.3929385,0,0,0,35892,13203,4046.2320962,5352,3928,1224.0272151,31334,11401,336.44590769999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
09/27/2020 00:49:01,31338,11401,31299,11643,35217,13073,158.5647421,238.9522228,134.9511724,651.8535747,142.9396626,16,222,109,398,8152,0,34.1082804,0,0,0,35892,13203,4272.4514149999995,5352,3928,1210.3329827999999,31334,11401,334.1571274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
10/04/2020 00:48:44,31338,11401,31304,11644,35219,13075,156.1606865,239.2858799,135.1250479,637.91874599999994,146.7262394,16,222,109,398,8152,0,33.474010299999996,0,0,0,35892,13203,4244.4597638999994,5352,3928,1221.2492654999999,31334,11401,334.99255669999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
10/11/2020 00:48:59,31338,11401,31305,11646,35219,13075,159.47361669999998,240.0929194,134.8923428,644.80667999999991,147.5149099,16,222,109,398,8152,0,33.414479899999996,0,0,0,35892,13203,4182.8050071,5352,3928,1234.2093879,31334,11401,327.8404291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
10/18/2020 00:48:30,31338,11401,31304,11645,35219,13076,157.2294624,237.48233069999998,134.02083489999998,639.2172454,142.22778839999998,16,222,109,398,8152,0,33.250060999999995,0,0,0,35893,13204,4303.6057365,5352,3928,1204.0878172999999,31334,11401,314.6991575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
10/25/2020 00:49:01,31338,11401,31302,11645,35212,13074,157.46834189999998,241.5836082,134.7168204,657.0255955,144.1651623,16,222,109,398,8152,0,33.549977999999996,0,0,0,35893,13204,4192.7987601999994,5352,3928,1226.6910168,31334,11401,321.9245024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
11/01/2020 00:48:50,31338,11401,31304,11644,35210,13074,156.2982645,237.3154811,133.16746519999998,641.1497292,142.8226604,16,222,109,398,8152,0,33.0526175,0,0,0,35893,13204,4197.0006809,5352,3928,1209.3353022,31334,11401,322.0149085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
11/08/2020 00:48:41,31338,11401,31304,11644,35219,13075,157.5659588,239.2696383,132.9615633,636.62984599999993,140.9653299,16,222,109,398,8152,0,32.9300917,0,0,0,35893,13204,4229.3621526,5352,3928,1223.3372123,31334,11401,327.2796593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
11/15/2020 00:48:34,31338,11401,31304,11645,35219,13076,155.56223549999999,238.4170718,134.3612192,640.10524909999992,142.92310329999998,16,222,109,398,8152,0,32.9230162,0,0,0,35893,13204,4188.6909636,5352,3928,1221.6429744,31334,11401,321.93462009999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
11/22/2020 00:49:42,31338,11401,31304,11644,35219,13075,168.0022345,241.0304866,135.3362071,650.25313039999992,148.5918446,16,222,109,398,8152,0,35.5653699,0,0,0,35893,13204,4457.4707278,5352,3928,1247.4993660999999,31334,11401,364.644944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
11/29/2020 00:48:58,31338,11401,31304,11644,35219,13075,164.2177131,240.7987801,140.061011,632.332442,146.008273,16,222,109,398,8152,0,34.2775278,0,0,0,35893,13204,4364.0340387,5352,3928,1204.1263078,31334,11401,343.8788381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
12/06/2020 00:48:58,31338,11401,31302,11644,35217,13074,158.36162629999998,240.59872,139.459817,641.8976517,147.3155691,16,222,109,398,8152,0,34.1886717,0,0,0,35893,13204,4208.5847435999995,5352,3928,1216.3820345,31334,11401,322.8892001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671
12/13/2020 00:50:35,31325,11382,31289,11565,35208,13077,172.9818848,289.80176,153.1486448,643.7649658,160.6439952,16,222,109,398,8152,0,42.1703006,0,0,0,35820,13148,4242.3902191,5214,3930,1441.4045637,31326,11402,387.5981968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3647
01/17/2021 00:50:28,31332,11411,31287,11603,35208,13078,172.6591451,287.7636004,153.2257313,652.01329509999994,159.56959469999998,16,222,109,398,8152,0,42.0379761,0,0,0,35823,13147,4335.6158094,5213,3928,1447.3068468,31328,11387,369.247396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
01/24/2021 00:53:57,31332,11411,31290,11616,35208,13067,192.84380349999998,351.65709519999996,162.9387054,721.512606,173.6746245,16,222,109,398,8152,0,47.918193099999996,0,0,0,35825,13115,5345.3163979,5213,3928,1675.7821228,31328,11387,443.69476929999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
01/31/2021 00:50:40,31332,11411,31290,11641,35205,13083,172.2791125,288.2368803,150.7180746,657.7203634,159.9823714,16,222,109,398,8152,0,41.9668449,0,0,0,35825,13115,4461.1949344999994,5213,3928,1443.7263352,31328,11387,376.8526126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
02/07/2021 00:52:36,31332,11411,31290,11641,35205,13083,184.85450749999998,303.11628509999997,162.9498916,701.5069793,173.6031142,16,222,109,398,8152,0,45.8011614,0,0,0,35825,13115,4575.1421447,5213,3928,1545.5009552,31328,11387,412.1973771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
02/14/2021 00:50:44,31332,11411,31293,11642,35211,13081,172.6070784,311.830737,152.9682399,640.5410248,161.8934301,16,222,109,398,8152,0,42.044448599999996,0,0,0,35825,13115,4217.6960407999995,5213,3928,1442.3334848,31328,11387,381.4039644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
02/21/2021 00:51:09,31332,11411,31281,11566,35198,13078,173.4905736,309.50046599999996,152.33702259999998,640.06189069999994,161.3961477,16,222,109,398,8152,0,42.079463499999996,0,0,0,35825,13115,4483.8448853,5213,3928,1420.6123661,31328,11387,387.0699292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
02/28/2021 00:51:11,31332,11411,31290,11641,35205,13083,173.5793205,315.61267349999997,153.1284273,655.7001342,161.1112427,16,222,109,398,8152,0,42.131569299999995,0,0,0,35825,13115,4454.9860580999994,5213,3928,1428.8611442,31328,11387,386.3174826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
03/07/2021 00:50:41,31332,11411,31290,11641,35205,13083,175.7395594,310.118828,152.2953987,638.3075903,162.6883181,16,222,109,398,8152,0,42.573049499999996,0,0,0,35825,13115,4438.9777573,5213,3928,1448.6470542,31328,11387,391.7050878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
03/14/2021 00:52:55,31332,11411,31290,11641,35205,13083,180.19561339999998,323.05549379999997,158.0545014,667.9888283,165.496365,16,222,109,398,8152,0,45.3441586,0,0,0,35825,13115,4571.9686737,5213,3928,1501.7971828,31328,11387,397.80218049999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
03/21/2021 00:50:53,31332,11411,31290,11641,35205,13083,176.4847646,315.4334833,152.1646573,656.0460686,162.2406512,16,222,109,398,8152,0,43.4472143,0,0,0,35825,13115,4363.6335031,5213,3928,1464.7598921,31328,11387,392.15255559999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
03/28/2021 00:51:12,31332,11411,31290,11605,35208,13081,179.202477,319.33233379999996,154.1509731,646.814185,165.7779444,16,222,109,398,8152,0,44.433946999999996,0,0,0,35825,13115,4434.1982529,5213,3928,1467.7965141,31328,11387,392.0426902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
04/04/2021 00:51:35,31332,11411,31292,11616,35206,13079,179.9565805,319.11054229999996,156.17912429999998,662.0418545,164.7929709,16,222,109,398,8152,0,45.4080174,0,0,0,35825,13115,4538.2810592,5213,3928,1480.1326239,31328,11387,392.6831942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
04/11/2021 00:51:45,31332,11411,31292,11605,35209,13087,173.4700378,310.050591,152.2729017,663.6143144,160.9957786,16,222,109,398,8152,0,44.909532999999996,0,0,0,35825,13115,4285.7276372,5213,3928,1475.4779545,31328,11387,393.615727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
04/18/2021 00:50:59,31332,11411,31290,11641,35205,13083,176.2447086,312.9473223,154.05679899999998,657.60036089999994,163.0374147,16,222,109,398,8152,0,45.1060711,0,0,0,35825,13115,4491.5125761,5213,3928,1500.3827145,31328,11387,397.6737458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
04/25/2021 00:50:33,31332,11411,31292,11604,35208,13080,171.4065004,302.7463479,146.0833453,665.9688315,155.9781275,16,222,109,398,8152,0,42.5471843,0,0,0,35825,13115,4451.0375632,5213,3928,1462.2309873,31328,11387,384.9981524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
05/02/2021 00:50:32,31332,11411,31290,11641,35205,13083,171.2327267,303.0657295,149.0805662,655.259837,154.6680501,16,222,109,398,8152,0,42.565109799999995,0,0,0,35825,13115,4471.0139822,5213,3928,1463.6506676,31328,11387,384.93069529999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
05/09/2021 00:50:18,31332,11411,31292,11616,35211,13087,168.96609859999998,296.53028409999996,145.74659359999998,647.9298349,156.3960718,16,222,109,398,8152,0,42.6452214,0,0,0,35825,13115,4440.406919,5213,3928,1468.7348927,31328,11387,379.2331872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
05/23/2021 00:52:50,31332,11411,31294,11641,35209,13073,284.3379988,306.3668065,186.112932,656.7491021,142.2174934,16,222,109,398,8152,0,41.8806309,0,0,0,35825,13115,4297.0202579,5213,3928,1397.2205009,31328,11387,392.2547873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
05/30/2021 00:49:48,31332,11411,31290,11641,35205,13083,160.7050128,303.4305897,137.6022299,638.55114859999992,147.1195486,16,222,109,398,8152,0,41.227551399999996,0,0,0,35825,13115,4294.6145568,5213,3928,1441.9343775999998,31328,11387,387.1445611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
06/06/2021 00:54:12,31332,11411,31290,11641,35205,13083,188.67800929999999,347.5119127,161.1657482,777.7762045,172.5983685,16,222,109,398,8152,0,47.7055915,0,0,0,35825,13115,5420.7089381999995,5213,3928,1667.9441769999999,31328,11387,429.92254529999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
06/13/2021 00:50:04,31332,11411,31290,11641,35205,13083,162.6307424,305.3666876,138.2518831,657.85126029999992,147.81975269999998,16,222,109,398,8152,0,43.214290399999996,0,0,0,35825,13115,4162.4994621999995,5213,3928,1416.6671029,31328,11387,382.4073858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
06/20/2021 00:49:39,31332,11411,31290,11641,35205,13083,160.6147699,297.0769133,134.5318376,634.3707195,146.1284875,16,222,109,398,8152,0,45.343077199999996,0,0,0,35825,13115,4310.1802007999995,5213,3928,1408.2916398,31328,11387,387.97828069999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
06/27/2021 00:49:24,31332,11411,31292,11641,35208,13086,156.8507402,294.0180957,132.8656849,635.98356389999992,143.6210188,16,222,109,398,8152,0,41.1288078,0,0,0,35825,13115,4328.1878593,5213,3928,1410.987886,31328,11387,366.3709446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
07/04/2021 00:49:18,31332,11411,31290,11641,35205,13083,156.2767795,291.486858,136.1239409,637.88547399999993,142.4822724,16,222,109,398,8152,0,41.2899491,0,0,0,35825,13115,4268.6299975,5213,3928,1417.7904408,31328,11387,374.7233387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
07/11/2021 00:49:07,31332,11411,31290,11641,35205,13083,157.5932311,291.7378629,132.45899119999999,632.599825,143.13015529999998,16,222,109,398,8152,0,41.3673687,0,0,0,35825,13115,4258.3948823,5213,3928,1416.9976706999998,31328,11387,371.93105879999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
07/18/2021 00:49:47,31332,11411,31290,11616,35204,13081,164.1450815,295.012402,134.095866,640.9203299,146.07822529999999,16,222,109,398,8152,0,41.1754144,0,0,0,35822,13118,4520.3833539,5213,3928,1686.8659429,31329,11402,383.25086699999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
07/25/2021 00:49:30,31332,11411,31290,11641,35205,13083,157.82691,294.8857395,133.9168006,639.7299296,142.9917725,16,222,109,398,8152,0,41.2876426,0,0,0,35821,13115,4166.6833037999995,5213,3928,1710.7573806999999,31329,11402,384.9056609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
08/01/2021 00:49:19,31332,11411,31290,11643,35205,13079,157.265117,292.65956159999996,133.2461002,638.7207708,142.8142043,16,222,109,398,8152,0,40.5675364,0,0,0,35821,13115,4257.2090158,5213,3928,1666.5808874,31329,11402,387.81955539999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
08/08/2021 00:49:14,31332,11411,31293,11642,35206,13076,155.35250399999998,290.9444299,131.51687339999998,634.7644908,142.1682241,54,335,90,408,7047,0,61.132397499999996,0,0,0,35821,13115,4203.2433316,5213,3928,1718.9757081999999,31329,11402,373.3389074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
08/15/2021 00:49:17,31332,11411,31290,11641,35205,13083,155.8847466,288.3291988,136.2905807,645.11650179999992,143.56062839999998,54,335,90,408,7047,0,60.7192229,0,0,0,35821,13115,4262.9614680999994,5213,3928,1734.5601195,31329,11402,378.740733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
08/22/2021 00:49:56,31332,11411,31290,11641,35205,13083,157.9751957,295.72178279999997,137.5854257,661.2960105,146.3099255,54,335,90,408,7047,0,60.059594999999995,0,0,0,35821,13115,4168.8402195,5213,3928,1683.1364373,31329,11402,381.7168908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
08/29/2021 00:49:48,31332,11411,31290,11641,35205,13083,155.7166018,292.4074016,157.7797832,641.9452898,144.37654759999998,54,335,90,408,7047,0,60.8890422,0,0,0,35821,13115,4131.0170373,5213,3928,1710.437968,31329,11402,378.65881709999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
09/05/2021 00:49:59,31332,11411,31290,11641,35205,13083,155.8384798,289.4451059,132.8252172,637.0486389,141.3626625,54,335,90,408,7047,0,59.7455188,0,0,0,35821,13115,4154.9180080999995,5213,3928,1660.3071052,31329,11402,377.0726871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
09/12/2021 00:49:35,31332,11411,31293,11642,35204,13080,157.5870419,290.1236107,134.48702649999998,644.4647202,142.0925039,54,335,90,408,7047,0,61.122348499999994,0,0,0,35821,13115,4236.5325414,5213,3928,1765.4494799,31329,11402,380.8726397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
09/19/2021 00:49:21,31332,11411,31290,11641,35205,13083,157.9041224,292.8578233,134.3573803,639.9026715,144.7335652,54,335,90,408,7047,0,60.817516499999996,0,0,0,35821,13115,4297.2846396999994,5213,3928,1756.673359,31329,11402,371.40238589999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
09/26/2021 00:49:19,31332,11411,31290,11641,35205,13083,159.65814129999998,292.1138612,134.736862,637.1347109,144.8191039,54,335,90,408,7047,0,60.6316997,0,0,0,35821,13115,4275.304413,5213,3928,1745.1833517,31329,11402,378.1232151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
10/03/2021 00:49:26,31332,11411,31293,11641,35210,13081,157.0071934,294.4932966,134.811161,636.6672057,143.0046523,54,335,90,408,7047,0,60.4018862,0,0,0,35821,13115,4096.674948,5213,3928,1704.4745415,31329,11402,375.9157385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
10/10/2021 00:49:36,31332,11411,31292,11616,35208,13081,157.44216649999998,293.692687,134.7151283,645.48474379999993,143.2851216,54,335,90,408,7047,0,61.5938278,0,0,0,35821,13115,4468.4217205999994,5213,3928,1741.5334332,31329,11402,377.08869649999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
10/17/2021 00:49:46,31332,11411,31290,11641,35205,13083,161.3989449,299.7143427,136.11753249999998,656.2349912,144.40894799999998,54,335,90,408,7047,0,61.007739199999996,0,0,0,35821,13115,4227.5261229,5213,3928,1730.6412699,31329,11402,392.6404131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
10/24/2021 01:03:08,31332,11411,31290,11641,35205,13083,279.193203,480.05507289999997,225.4241107,922.6767675,244.4975352,54,335,90,408,7047,0,105.99268239999999,0,0,0,35821,13115,5688.2653206999994,5213,3928,2520.3060269,31329,11402,683.1657685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
10/31/2021 00:49:51,31332,11411,31292,11615,35207,13080,162.48292429999998,301.6922237,137.13624579999998,643.76810549999993,145.1090653,54,335,90,408,7047,0,60.666669899999995,0,0,0,35821,13115,4300.6099931,5213,3928,1744.3599247999998,31329,11402,393.52588499999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
11/07/2021 00:49:53,31332,11411,31290,11641,35205,13083,161.6472418,298.9989863,137.8111358,649.1684652,143.0510375,54,335,90,408,7047,0,60.620649099999994,0,0,0,35821,13115,4243.9142164999994,5213,3928,1711.0577750999998,31329,11402,389.9794559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
11/14/2021 00:49:49,31332,11411,31291,11641,35207,13080,163.2795204,300.0306615,136.2509528,650.3197702,147.85049329999998,54,335,90,408,7047,0,62.2070381,0,0,0,35821,13115,4263.8185197,5213,3928,1748.7988948,31329,11402,401.1405182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
11/21/2021 00:49:18,31332,11411,31290,11641,35205,13083,155.2897964,289.2973901,132.43011629999998,636.2834839,144.1242986,54,335,90,408,7047,0,62.393687299999996,0,0,0,35821,13115,4277.2000013,5213,3928,1717.8582368,31329,11402,384.37451219999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673
